date,nav,accum_nav,daily_growth,purchase_status,redeem_status
2019-08-07,1.2955,1.2955,0.84%,开放申购,开放赎回
2019-08-08,1.3246,1.3246,2.25%,开放申购,开放赎回
2019-08-09,1.3139,1.3139,-0.81%,开放申购,开放赎回
2019-08-12,1.3017,1.3017,-0.93%,开放申购,开放赎回
2019-08-13,1.3309,1.3309,2.24%,开放申购,开放赎回
2019-08-14,1.2923,1.2923,-2.90%,开放申购,开放赎回
2019-08-15,1.2905,1.2905,-0.14%,开放申购,开放赎回
2019-08-16,1.3122,1.3122,1.68%,开放申购,开放赎回
2019-08-19,1.3320,1.3320,1.51%,开放申购,开放赎回
2019-08-20,1.3247,1.3247,-0.55%,开放申购,开放赎回
2019-08-21,1.3357,1.3357,0.83%,开放申购,开放赎回
2019-08-22,1.3325,1.3325,-0.24%,开放申购,开放赎回
2019-08-23,1.2938,1.2938,-2.90%,开放申购,开放赎回
2019-08-26,1.3119,1.3119,1.40%,开放申购,开放赎回
2019-08-27,1.3148,1.3148,0.22%,开放申购,开放赎回
2019-08-28,1.3191,1.3191,0.33%,开放申购,开放赎回
2019-08-29,1.3385,1.3385,1.47%,开放申购,开放赎回
2019-08-30,1.3369,1.3369,-0.12%,开放申购,开放赎回
2019-09-03,1.3235,1.3235,,开放申购,开放赎回
2019-09-04,1.3415,1.3415,1.36%,开放申购,开放赎回
2019-09-05,1.3647,1.3647,1.73%,开放申购,开放赎回
2019-09-06,1.3630,1.3630,-0.12%,开放申购,开放赎回
2019-09-09,1.3594,1.3594,-0.26%,开放申购,开放赎回
2019-09-10,1.3563,1.3563,-0.23%,开放申购,开放赎回
2019-09-11,1.3684,1.3684,0.89%,开放申购,开放赎回
2019-09-12,1.3736,1.3736,0.38%,开放申购,开放赎回
2019-09-16,1.3589,1.3589,-1.07%,开放申购,开放赎回
2019-09-17,1.3664,1.3664,0.55%,开放申购,开放赎回
2019-09-18,1.3662,1.3662,-0.01%,开放申购,开放赎回
2019-09-19,1.3685,1.3685,0.17%,开放申购,开放赎回
2019-09-20,1.3559,1.3559,-0.92%,开放申购,开放赎回
2019-09-23,1.3550,1.3550,-0.07%,开放申购,开放赎回
2019-09-24,1.3381,1.3381,-1.25%,开放申购,开放赎回
2019-09-25,1.3528,1.3528,1.10%,开放申购,开放赎回
2019-09-26,1.3476,1.3476,-0.38%,开放申购,开放赎回
2019-09-27,1.3327,1.3327,-1.11%,开放申购,开放赎回
2019-09-30,1.3439,1.3439,0.84%,开放申购,开放赎回
2019-10-08,1.3197,1.3197,-1.80%,开放申购,开放赎回
2019-10-09,1.3339,1.3339,1.08%,开放申购,开放赎回
2019-10-10,1.3422,1.3422,0.62%,开放申购,开放赎回
2019-10-11,1.3591,1.3591,1.26%,开放申购,开放赎回
2019-10-14,1.3586,1.3586,-0.04%,开放申购,开放赎回
2019-10-15,1.3749,1.3749,1.20%,开放申购,开放赎回
2019-10-16,1.3719,1.3719,-0.22%,开放申购,开放赎回
2019-10-17,1.3762,1.3762,0.31%,开放申购,开放赎回
2019-10-18,1.3620,1.3620,-1.03%,开放申购,开放赎回
2019-10-21,1.3737,1.3737,0.86%,开放申购,开放赎回
2019-10-22,1.3623,1.3623,-0.83%,开放申购,开放赎回
2019-10-23,1.3664,1.3664,0.30%,开放申购,开放赎回
2019-10-24,1.3786,1.3786,0.89%,开放申购,开放赎回
2019-10-25,1.3896,1.3896,0.80%,开放申购,开放赎回
2019-10-28,1.4033,1.4033,0.99%,开放申购,开放赎回
2019-10-29,1.3899,1.3899,-0.95%,开放申购,开放赎回
2019-10-30,1.3954,1.3954,0.40%,开放申购,开放赎回
2019-10-31,1.3946,1.3946,-0.06%,开放申购,开放赎回
2019-11-01,1.4056,1.4056,0.79%,开放申购,开放赎回
2019-11-04,1.4126,1.4126,0.50%,开放申购,开放赎回
2019-11-05,1.4125,1.4125,-0.01%,开放申购,开放赎回
2019-11-06,1.4045,1.4045,-0.57%,开放申购,开放赎回
2019-11-07,1.4075,1.4075,0.21%,开放申购,开放赎回
2019-11-08,1.4122,1.4122,0.33%,开放申购,开放赎回
2019-11-11,1.4096,1.4096,-0.18%,开放申购,开放赎回
2019-11-12,1.4142,1.4142,0.33%,开放申购,开放赎回
2019-11-13,1.4142,1.4142,0.00%,开放申购,开放赎回
2019-11-14,1.4151,1.4151,0.06%,开放申购,开放赎回
2019-11-15,1.4248,1.4248,0.69%,开放申购,开放赎回
2019-11-18,1.4258,1.4258,0.07%,开放申购,开放赎回
2019-11-19,1.4272,1.4272,0.10%,开放申购,开放赎回
2019-11-20,1.4203,1.4203,-0.48%,开放申购,开放赎回
2019-11-21,1.4194,1.4194,-0.06%,开放申购,开放赎回
2019-11-22,1.4221,1.4221,0.19%,开放申购,开放赎回
2019-11-25,1.4402,1.4402,1.27%,开放申购,开放赎回
2019-11-26,1.4415,1.4415,0.09%,开放申购,开放赎回
2019-11-27,1.4515,1.4515,0.69%,开放申购,开放赎回
2019-11-28,1.4499,1.4499,-0.11%,暂停申购,暂停赎回
2019-11-29,1.4434,1.4434,-0.45%,开放申购,开放赎回
2019-12-02,1.4270,1.4270,-1.14%,开放申购,开放赎回
2019-12-03,1.4171,1.4171,-0.69%,开放申购,开放赎回
2019-12-04,1.4272,1.4272,0.71%,开放申购,开放赎回
2019-12-05,1.4321,1.4321,0.34%,开放申购,开放赎回
2019-12-06,1.4441,1.4441,0.84%,开放申购,开放赎回
2019-12-09,1.4384,1.4384,-0.39%,开放申购,开放赎回
2019-12-10,1.4370,1.4370,-0.10%,开放申购,开放赎回
2019-12-11,1.4446,1.4446,0.53%,开放申购,开放赎回
2019-12-12,1.4528,1.4528,0.57%,开放申购,开放赎回
2019-12-13,1.4544,1.4544,0.11%,开放申购,开放赎回
2019-12-16,1.4631,1.4631,0.60%,开放申购,开放赎回
2019-12-17,1.4650,1.4650,0.13%,开放申购,开放赎回
2019-12-18,1.4658,1.4658,0.05%,开放申购,开放赎回
2019-12-19,1.4767,1.4767,0.74%,开放申购,开放赎回
2019-12-20,1.4829,1.4829,0.42%,开放申购,开放赎回
2019-12-23,1.4873,1.4873,0.30%,开放申购,开放赎回
2019-12-24,1.4879,1.4879,0.04%,开放申购,开放赎回
2019-12-25,1.4868,1.4868,-0.07%,暂停申购,暂停赎回
2019-12-26,1.4939,1.4939,0.48%,开放申购,开放赎回
2019-12-27,1.4941,1.4941,0.01%,开放申购,开放赎回
2019-12-30,1.4824,1.4824,-0.78%,开放申购,开放赎回
2019-12-31,1.4852,1.4852,0.19%,开放申购,开放赎回
2020-01-02,1.5047,1.5047,1.31%,开放申购,开放赎回
2020-01-03,1.4934,1.4934,-0.75%,开放申购,开放赎回
2020-01-06,1.5026,1.5026,0.62%,开放申购,开放赎回
2020-01-07,1.5018,1.5018,-0.05%,开放申购,开放赎回
2020-01-08,1.5078,1.5078,0.40%,开放申购,开放赎回
2020-01-09,1.5214,1.5214,0.90%,开放申购,开放赎回
2020-01-10,1.5145,1.5145,-0.45%,开放申购,开放赎回
2020-01-13,1.5295,1.5295,0.99%,开放申购,开放赎回
2020-01-14,1.5171,1.5171,-0.81%,开放申购,开放赎回
2020-01-15,1.5152,1.5152,-0.13%,开放申购,开放赎回
2020-01-16,1.5287,1.5287,0.89%,开放申购,开放赎回
2020-01-17,1.5382,1.5382,0.62%,开放申购,开放赎回
2020-01-20,1.5335,1.5335,-0.31%,暂停申购,暂停赎回
2020-01-21,1.5309,1.5309,-0.17%,开放申购,开放赎回
2020-01-22,1.5396,1.5396,0.57%,开放申购,开放赎回
2020-01-23,1.5450,1.5450,,开放申购,开放赎回
2020-02-03,1.5370,1.5370,-0.52%,开放申购,开放赎回
2020-02-04,1.5835,1.5835,3.03%,开放申购,开放赎回
2020-02-05,1.5902,1.5902,0.42%,开放申购,开放赎回
2020-02-06,1.6060,1.6060,0.99%,开放申购,开放赎回
2020-02-07,1.5950,1.5950,-0.68%,开放申购,开放赎回
2020-02-10,1.6145,1.6145,1.22%,开放申购,开放赎回
2020-02-11,1.6151,1.6151,0.04%,开放申购,开放赎回
2020-02-12,1.6266,1.6266,0.71%,开放申购,开放赎回
2020-02-13,1.6254,1.6254,-0.07%,开放申购,开放赎回
2020-02-14,1.6298,1.6298,0.27%,开放申购,开放赎回
2020-02-17,1.6287,1.6287,-0.07%,暂停申购,暂停赎回
2020-02-18,1.6299,1.6299,0.07%,开放申购,开放赎回
2020-02-19,1.6469,1.6469,1.04%,开放申购,开放赎回
2020-02-20,1.6314,1.6314,-0.94%,开放申购,开放赎回
2020-02-21,1.6060,1.6060,-1.56%,开放申购,开放赎回
2020-02-24,1.5463,1.5463,-3.72%,开放申购,开放赎回
2020-02-25,1.5053,1.5053,-2.65%,开放申购,开放赎回
2020-02-26,1.5091,1.5091,0.25%,开放申购,开放赎回
2020-02-27,1.4365,1.4365,-4.81%,开放申购,开放赎回
2020-02-28,1.4385,1.4385,0.14%,开放申购,开放赎回
2020-03-02,1.5027,1.5027,4.46%,开放申购,开放赎回
2020-03-03,1.4525,1.4525,-3.34%,开放申购,开放赎回
2020-03-04,1.5094,1.5094,3.92%,开放申购,开放赎回
2020-03-05,1.4610,1.4610,-3.21%,开放申购,开放赎回
2020-03-06,1.4359,1.4359,-1.72%,开放申购,开放赎回
2020-03-09,1.3395,1.3395,-6.71%,开放申购,开放赎回
2020-03-10,1.4100,1.4100,5.26%,限制大额申购,开放赎回
2020-03-11,1.3522,1.3522,-4.10%,暂停申购,开放赎回
2020-03-12,1.2247,1.2247,-9.43%,暂停申购,开放赎回
2020-03-13,1.3587,1.3587,10.94%,暂停申购,开放赎回
